track_id,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
1UHoHmHWdu0EX557Oqoq2P,Something In The Way,Nevermind,Nirvana,1991-09-26,232146,40,0.427,0.745,0.201,0.263,0.109,-13.044,0.0317,105.218,4
1SeMnyEb5dwCBLU3QUC0K2,Hearts / Wires,Gore,Deftones,2016-04-08,320546,50,0.507,0.0228,0.52,0.325,0.108,-8.725,0.0355,127.03,4
7Eg9qnJK7hI7LLoRsbvH2X,The Unknown,Crossfade,Crossfade,2004-04-13,179120,45,0.525,0.198,0.537,0.615,0.124,-8.071,0.0301,90.001,4
7tm6kZFYu4hIaxFkw1RZj8,Silence,Silence,Blindside,2002-08-20,337066,39,0.414,0.982,0.484,0.617,0.116,-13.059,0.0464,113.26,1
32BEasyNQgqXQJKoVa0fUw,Black Smoke Rising,From The Fires,Greta Van Fleet,2017-11-10,259893,65,0.558,0.197,0.902,0.000148,0.0852,-4.018,0.0464,100.027,4
1ehMNecFGwZu0tmCImU473,let go of your love,let go of your love,Thousand Below,2020-07-31,204972,47,0.426,0.831,0.389,0.000228,0.0963,-8.063,0.0269,154.246,3
6SZ6G5c4Ldmv2azhhPKY00,There For You,Flyleaf (Re-Release),Flyleaf,2005,167826,0,0.398,0.0179,0.616,0.0,0.116,-5.241,0.0306,160.01,3
5QqMJ9JYmNU8zHbjhNRI3p,Far Away,Far Away,Breaking Benjamin,2019-12-06,292280,0,0.536,0.0407,0.803,0.0,0.111,-2.998,0.0285,107.973,4
679zqcQuKakOGI93NPCqB8,Present Tense,No Code,Pearl Jam,1996-08-06,345786,59,0.403,0.403,0.272,0.17,0.0806,-13.492,0.0325,130.872,4
4PWE82Z8kiEmj56TtXvBVI,Quiet Now,The Things We Can't Stop,Cold,2019-09-13,254642,40,0.547,0.0213,0.812,0.0,0.0855,-4.703,0.0326,117.976,4
3HE50TVRquwXe9yv2HFoNL,Never Too Late,One-X,Three Days Grace,2006-06-25,209333,68,0.433,0.00838,0.778,0.0,0.163,-4.68,0.0371,149.864,4
7iHpX7m9owsqawBy008yvF,Against The Wall - Acoustic Version,Against The Wall (Acoustic Version),Seether,2018-05-25,206824,57,0.58,0.255,0.488,2.63e-05,0.108,-10.585,0.0262,131.998,4
164EnZMFkzwI02U78jSzvW,Til Kingdom Come,UP,Pop Evil,2015-08-21,339980,0,0.503,0.0259,0.596,1.58e-05,0.0956,-7.256,0.0306,115.018,4
7pV6zXFpCwrrmcosBAtp0o,Rx (Medicate),Rx (Medicate),Theory of a Deadman,2017-07-28,233173,45,0.639,0.0133,0.71,0.0,0.118,-7.445,0.0275,119.989,4
2FlbiceZnWgzPoUGCviLHT,Fade In / Fade Out,The Stories We Tell Ourselves,Nothing More,2017-09-15,364906,56,0.411,0.00879,0.805,2.58e-05,0.0819,-5.246,0.0418,83.479,4
2rrNJZvWS6SNmm3CdpJkHu,Stealing Life,THREAD,Red Sun Rising,2018-03-30,304520,43,0.411,0.00758,0.697,3.63e-05,0.0942,-6.863,0.0321,147.033,4
0XKeX2a57RKZrYikf5tmPa,All My Friends,All My Friends,Creeper,2020-05-22,168482,37,0.438,0.924,0.263,0.0,0.101,-9.017,0.0346,82.449,4
5l3W66TDufGaj6lfSA5LRZ,Dear Agony - Aurora Version,Aurora,Breaking Benjamin,2020-01-24,255661,57,0.604,0.000138,0.839,2.56e-06,0.13,-2.871,0.0271,124.982,4
0P0rnpupoEnxJojWHGtn0a,Drowning (Face Down),Saving Abel,Saving Abel,2008-01-01,235613,51,0.384,0.00991,0.871,1.55e-06,0.349,-4.034,0.04,159.939,4
2JG2OmmwZ5x2RkX0uR5w4k,Wasted Years,Year Of The Spider,Cold,2003,247000,43,0.344,0.0597,0.61,0.0,0.197,-6.537,0.0285,173.883,4
4GGuI5FJRPWiGS6BFk4Dq7,Where Do I Begin,Fury,Sick Puppies,2016-05-20,214906,34,0.545,0.0034,0.931,3.39e-06,0.098,-4.852,0.0452,134.023,4
2uof4AJBrq12JusiOjXN7g,I Wanna Be Okay,I Wanna Be Okay,Blindlove,2020-05-08,222635,17,0.449,0.00628,0.652,1.72e-06,0.333,-5.097,0.0269,158.123,4
4fFx9gzhfhSNu71e4tveEN,Love Falls,UNDEN!ABLE,HELLYEAH,2016-06-03,274164,54,0.583,0.00235,0.889,0.0,0.642,-4.112,0.035,110.023,4
4CX8qiTS2hUXp4dqYmNxQy,Emergency,Graveyard Whistling - EP,Nothing But Thieves,2014-07-20,266920,40,0.54,0.0918,0.639,0.00169,0.262,-5.651,0.0327,124.977,4
40LQiUUUKXVGyNs09lHVjW,Lips Of An Angel,Extreme Behavior,Hinder,2005-01-01,261853,72,0.476,0.0217,0.736,1.08e-06,0.203,-5.38,0.0343,129.084,4
7qpDqr5TxcTlOHG0k7moGt,Sorry,15,Buckcherry,2006-04-11,226146,0,0.545,0.0334,0.762,0.0,0.209,-3.634,0.0301,130.926,4
144VTMTXicEwTOJQPcrpAF,Here's To The Heartache,Nothing More,Nothing More,2014-06-23,257093,49,0.165,0.00113,0.919,0.0,0.395,-5.321,0.143,83.382,3
6eEYGGFfFbtKHCgJM4uh9v,Ordinary Man (feat. Elton John),Ordinary Man (feat. Elton John),Ozzy Osbourne,2020-01-10,301730,60,0.428,0.0665,0.599,9.86e-06,0.137,-2.135,0.0286,125.83,4
6GqqGv8frU7kqzXkm2rewI,A Little Bit Off,F8,Five Finger Death Punch,2020-02-28,190718,71,0.664,0.00839,0.828,0.0,0.294,-6.053,0.0404,103.985,4
2D68wN3hwEZFdeui0c5Ar6,Retrograde,Gigaton,Pearl Jam,2020-03-27,322306,54,0.463,0.172,0.62,2.77e-05,0.111,-8.141,0.0301,107.076,4
3hccRLElirZOGOTHfCbg9p,On My Own,The Used,The Used,2002-06-25,163333,49,0.195,0.546,0.566,0.0,0.321,-7.596,0.0421,169.684,3
2ix6bfJQw8SK9aDcebJgT3,Emotionless,Polyester Zeal,Red Sun Rising,2015-08-07,262736,0,0.439,0.000815,0.694,0.0525,0.117,-6.249,0.0391,91.916,4
11MSSonvzz9Fu8RTdTXnqd,Every Time You Leave (Feat. Delaney Jane) - Live Acoustic,Every Time You Leave [Feat. Delaney Jane] (Live Acoustic),I Prevail,2020-08-07,187401,46,0.553,0.635,0.449,0.0,0.255,-5.857,0.0322,77.633,4
053IpBG54eZGst2seKHB6g,For You,The Order of Things,All That Remains,2015-02-24,256276,0,0.457,0.0503,0.849,0.0,0.127,-2.369,0.0353,91.991,4
0HHlrHaeTThPytkBv3ka3G,"The Blue, The Green",The Day's War (Victory Edition),Lonely The Brave,2015-06-08,276106,41,0.412,0.000257,0.852,0.0,0.0979,-4.345,0.0333,90.613,4
3t9seJl7Y0B556M2ndthl1,All I Had To Lose (feat. Mark Morales),All I Had To Lose (feat. Mark Morales),Mark Morton,2020-01-10,195700,45,0.328,0.419,0.232,0.0,0.11,-16.28,0.0339,149.444,4
5ceGigL7CZQ3Ih6W8SIbv8,Blurry,Come Clean,Puddle Of Mudd,2001-01-01,304000,0,0.431,0.00916,0.94,0.0,0.142,-4.462,0.0563,157.477,4
1sfdLryuujVNx5v3SqDIh8,Darlin',Darlin’,Goodbye June,2016-07-15,299386,0,0.349,0.164,0.337,0.000279,0.12,-8.982,0.0293,80.285,4
4BwH8CqZkep7evUpHbAvEm,Things Happen,All Your Favorite Bands,Dawes,2015-05-29,243320,0,0.579,0.355,0.535,0.0,0.252,-7.746,0.0265,78.99,4
0eKyHwckh9vQb8ncZ2DXCs,With Arms Wide Open,Human Clay,Creed,1999-01-01,274800,65,0.41,0.00425,0.539,0.00089,0.117,-8.412,0.0302,138.852,4
2pHSfJPAYaSEvVBLBtp8R6,Doomsday - Piano Reprise,Doomsday (Piano Reprise),Architects,2018-07-13,245856,0,0.347,0.921,0.127,0.000117,0.0793,-14.761,0.053,164.922,3
5DILybiCczVw6JlBOMCJig,Lost In You,Lost In You,Bush,2017-02-24,257546,0,0.516,0.0523,0.686,0.000773,0.0627,-7.65,0.034,117.005,4
34fv3psKQOOwWZBRxoIF4I,Once,Why Me? Why Not. (Deluxe Edition),Liam Gallagher,2019-09-20,213677,59,0.39,0.0904,0.646,0.0,0.114,-3.961,0.0372,120.755,4
2tUhCTpGeEfssyYTeu0chm,Wake Up,Good Apollo I'm Burning Star IV Volume One: From Fear Through The Eyes Of Madness,Coheed and Cambria,2005-01-15,215946,51,0.559,0.593,0.44,3.81e-06,0.402,-9.273,0.0312,72.015,4
31WvlK2vEalVKWHJNLu9T9,Fare Thee Well,Fare Thee Well,Stone Temple Pilots,2019-12-02,261880,0,0.431,0.547,0.371,0.0154,0.0921,-8.709,0.0272,66.853,4
6lFUdRItQEsEuD7dSINL47,Follow You,That's The Spirit,Bring Me The Horizon,2015-09-11,231106,69,0.54,0.0765,0.661,0.0,0.125,-5.534,0.0381,90.012,4
0GXmTWQBqvNZwpcfNeijlt,Goodbye,.5: The Gray Chapter (Special Edition),Slipknot,2014-10-15,275133,50,0.319,0.000652,0.873,0.1,0.0724,-4.219,0.053,136.378,3
2CpMHblH2jRF9NqtaW8MKZ,Wake Up Call,Wake Up Call,Theory of a Deadman,2017-10-13,235066,49,0.245,0.0814,0.715,0.0,0.341,-6.192,0.0372,75.028,4
0AfIsqZ4gTUg9CwwW2jLeK,Bother,Stone Sour,Stone Sour,2002-08-19,240400,66,0.272,0.388,0.281,2.29e-05,0.158,-7.634,0.0287,89.914,4
6BsZx9FarJrLddTNu2k6pU,Typhoons,Typhoons,Royal Blood,2021-01-21,236933,69,0.601,0.000347,0.723,0.0011,0.346,-4.364,0.0384,114.991,4
3fsaxdtRDMEvZu1XC3FN2i,Kilby Girl,When We Were Friends,The Backseat Lovers,2019-01-27,282205,1,0.327,0.0613,0.442,0.0317,0.113,-9.992,0.0418,162.769,4
0UB9FchcGKnQ7GCDl9dJjF,My Honest Face,My Honest Face,Inhaler,2019-05-17,274053,0,0.414,0.000498,0.949,0.000317,0.102,-6.038,0.0767,159.999,4
3r0mb1tzAcCNoA8YRXuIhZ,In Over My Head,Death Of An Optimist,grandson,2020-12-04,198365,61,0.582,0.0017,0.817,0.0158,0.575,-6.475,0.0399,155.124,4
0fnYEb4IPNMlv46bZweUu8,Broken Bones,Broken Bones,CRX,2016-10-20,211373,42,0.352,3e-05,0.571,0.00885,0.125,-3.801,0.0441,99.202,3
6Zz846CtUmQGP5z4F7sccA,Misery,Misery,Michigander,2019-08-09,180772,47,0.343,0.00533,0.732,0.00302,0.0685,-5.189,0.044,180.162,4
6Fqf0OTfB9VPfYk2HfBhPn,Freakin' Out On the Interstate,Carnival,Briston Maroney,2018-11-16,251906,68,0.452,0.391,0.79,0.0,0.303,-5.01,0.0534,143.861,4
4kbBYfLMIfzAnt9WoSDmvS,New Comedown,New Comedown,Plague Vendor,2019-03-19,187666,36,0.47,3.28e-05,0.892,0.84,0.0759,-3.933,0.0923,161.392,4
0y2DtDwPh9Y2lvvKHGMUof,In and Out,In and Out,Blonder,2017-04-07,199741,34,0.58,0.0013,0.674,0.562,0.142,-6.66,0.0327,126.976,4
7msUsozEfRrk9ZDvk1ncgR,Captivate You,The Weird And Wonderful Marmozets,Marmozets,2014-09-29,240666,42,0.401,0.000385,0.904,1.63e-06,0.0643,-5.297,0.098,153.422,4
1ue6hDpQnActsuH661uCYR,I Never Loved Myself Like I Loved You,-!-,Dead Poet Society,2021-03-12,261680,42,0.53,0.00354,0.97,0.0875,0.356,-6.248,0.0675,111.881,4
7jLJ9769nvwETkjrUHzi2y,Cold Hands,The Dose,The Dose,2016-04-08,258425,36,0.61,0.0125,0.678,0.023,0.146,-8.776,0.0326,125.012,4
3NUmUIyzNLBp8bCFMH8Mif,Waiting On A War,Waiting On A War,Foo Fighters,2021-01-14,253840,66,0.53,0.00984,0.759,0.0,0.319,-7.067,0.0351,131.999,4
2nY09ZRwI5cXRBB2JkJid7,One + One,One + One,Death From Above 1979,2021-02-03,226296,57,0.508,0.000457,0.797,0.0539,0.095,-8.07,0.123,149.969,4
1vSeizjUrpnoRspz57CfGq,For Leaving You,For Leaving You,*repeat repeat,2021-03-12,226118,30,0.327,0.000101,0.841,0.863,0.127,-4.963,0.062,180.058,4
01uJ0nx8ks1MZuaO03Ql5Q,July,July,Betcha,2020-05-13,207586,7,0.607,0.0103,0.658,0.0224,0.0537,-5.552,0.0262,99.983,4
3vUHrmHxjsngAXKvxRJ6nc,The Rift,The Rift,Chappaqua Wrestling,2020-08-21,228852,44,0.294,3.15e-05,0.675,0.000711,0.321,-3.562,0.0435,148.186,4
1z9tECYvYsvautkr8G2XDK,"Young Lady, You're Scaring Me",Heavy Meta,Ron Gallo,2017-02-03,220538,0,0.371,0.0113,0.921,2.7e-05,0.43,-5.533,0.0784,109.675,4
25TuL0KAk45qspshkQNWJA,Cause You Got Me,Cause You Got Me,MOSES,2018-08-24,232526,46,0.494,0.000595,0.805,7.12e-05,0.0636,-6.437,0.0293,96.996,4
3meXdlcyYTgukuOfX6VyhJ,Amsterdam,Amsterdam,Nothing But Thieves,2017-05-03,272240,0,0.513,0.00456,0.932,2.48e-05,0.245,-5.016,0.172,168.062,4
6nlA3j4n3KAY8AgEGmos2o,Levitate,Levitate,The Palms,2017-07-21,230738,51,0.606,0.142,0.781,0.00803,0.0734,-5.846,0.0703,170.007,4
6IY3cC281mz9q0bViUEldz,It's A Trip!,Content,Joywave,2017-07-28,183524,59,0.673,0.088,0.716,0.00256,0.209,-4.982,0.0291,97.925,4
42zJqS8TW1Lpsa186of3OY,I Feel Like I'm Drowning,I Feel Like I'm Drowning,Two Feet,2017-11-10,186266,0,0.715,0.676,0.564,0.0072,0.0854,-5.56,0.0456,104.923,3
7wmK6pcmjsRIm2d2JqyST4,The Day I Die,The Day I Die,ISLAND,2017-11-10,202960,41,0.643,0.0363,0.542,0.000183,0.0553,-6.11,0.0291,132.164,4
3YrT4nWBMF1eEHYc2fNOht,Coming Up Short,Coming Up Short,BLOXX,2020-02-11,195534,46,0.53,0.0047,0.721,5.79e-06,0.0568,-4.599,0.0431,150.988,4
6Q2juI8CUrk1SR5rtoCqwT,Big Shot,Big Shot,IRONTOM,2020-03-06,219182,40,0.502,0.0072,0.942,0.0,0.101,-2.544,0.0574,145.95,4
1Yi8XPnCPoimWwqxwm3uz9,Longshot,Longshot,Catfish and the Bottlemen,2019-01-08,232960,56,0.481,0.00381,0.765,0.000737,0.119,-4.025,0.0388,102.829,4
3ZCTAoFsYaWTWGX8IH07Cf,You'll Be Fine,You'll Be Fine,Palaye Royale,2018-07-20,213394,40,0.27,0.0139,0.931,0.0,0.218,-5.016,0.232,124.608,4
0ionYKqaYZPg9FSwPlqqmr,Wake Me Up,Wake Me Up,Foreign Air,2019-02-01,222760,0,0.229,0.0103,0.915,0.471,0.104,-4.939,0.0762,177.989,3
4ja8f7cLqln77RZscRaMqI,Save It For The Weekend,Save It For The Weekend,Skegss,2019-10-02,181608,48,0.424,0.000307,0.83,0.000717,0.36,-5.298,0.028,101.596,4
7AVf3MdvwHM5CdOdquzu9c,HONEY,HONEY,LUNA AURA,2020-08-07,155680,55,0.468,0.0325,0.902,2.65e-06,0.0664,-4.838,0.132,119.017,4
4dqcedp9451K9DvxYugrTt,Stay Out,Stay Out,Rad Horror,2018-01-19,188000,38,0.581,0.000259,0.847,0.00897,0.0875,-5.48,0.0638,120.07,4
4RPI1ERCTF388uHZMvmRmT,[Insert Girls Name Here],[Insert Girls Name Here],The Luka State,2020-03-06,188267,0,0.297,1.71e-05,0.913,0.317,0.157,-7.853,0.128,169.856,4
7eaEaXAiGR3i3LUJUDRRXc,Earth Is A Black Hole,Earth Is A Black Hole,Teenage Wrist,2020-10-28,175577,47,0.553,0.00286,0.902,0.0,0.2,-4.35,0.0588,132.089,4
4Avvd1ZV1CX4zLzeMVp8RO,Curse the Weather,Curse the Weather,Royal Tusk,2016-04-22,223560,21,0.311,0.000133,0.884,0.0265,0.124,-4.313,0.0703,131.733,4
2YUTrl4xlX9jAlpxWEpOnU,Come On,Come On,Mondo Cozmo,2019-10-25,209528,40,0.225,5.14e-06,0.727,5.12e-06,0.255,-3.78,0.0458,171.83,4
05oQoV4EScN9MYyCAE4llX,Love's Not Enough,Love's Not Enough,The Mysterines,2020-02-03,228946,10,0.379,0.00115,0.692,1.32e-05,0.105,-4.344,0.0614,142.939,4
5T38ywOoK6b29fpbTrhwx3,This is Our Life,This is Our Life,Des Rocs,2020-10-02,224306,40,0.367,0.00108,0.877,1.08e-05,0.351,-3.92,0.109,157.68,4
0tTxcG6aDLIooKHpchYzyG,Hold It Down,Hold It Down,Island Apollo,2017-05-13,238508,40,0.571,0.00274,0.719,0.000463,0.19,-7.193,0.0288,91.984,4
06YhbREh7qQLF8Sl7tZIyn,I Want to Kill You,I Want to Kill You,Citizen,2021-01-12,192106,52,0.584,0.00698,0.876,0.0002,0.0895,-3.635,0.0652,149.976,4
5eR6OS3joTAHJToyzehKfu,Trouble’s Coming,Trouble’s Coming,Royal Blood,2020-09-24,228400,69,0.775,0.0533,0.688,0.0,0.321,-5.038,0.0384,112.009,4
1wwdjuP8phPGC0v1Ufkjwn,Black and Red,Black and Red,Reignwolf,2019-02-01,219522,0,0.368,0.000716,0.921,0.0449,0.295,-4.897,0.0919,119.113,3
3Qmos1rUz0txhLKe2lFCLE,Someday,Someday,Pale Seas,2017-08-11,229066,32,0.567,0.0106,0.914,0.0,0.125,-5.969,0.0363,124.005,4
2xSC2Tvr2I44VZmCXg60dW,Had Enough,Safe In Sound,Lower Than Atlantis,2017-02-03,200760,45,0.561,0.0029,0.823,0.00017,0.492,-4.851,0.097,93.504,4
15BsrefgYpMgu1ZCIr8EJw,Painkiller,This Album Does Not Exist,DREAMERS,2016-08-26,202626,56,0.398,0.00311,0.92,0.000531,0.108,-3.267,0.0491,200.131,4
6Rs6ZGyppL4ity5nDI6S1y,Youth,Youth,Hundredth,2017-05-12,210480,0,0.365,2.96e-05,0.978,0.483,0.0763,-4.567,0.119,179.99,4
1YCxiooVRFlMwIhbAhapkE,Shadow of Your Love,Shadow of Your Love,Cut Glass Kings,2017-11-02,156456,0,0.505,0.000128,0.844,0.361,0.128,-5.242,0.0282,129.956,4
0XiZ2H6hFwXGm5CjoJza0a,I Can't Quit,I Can't Quit,The Vaccines,2018-01-03,162986,0,0.491,2.14e-05,0.793,0.273,0.426,-4.441,0.0321,128.035,4
5y1jgbDNgTfxoWXv3FhH2Q,Little One,The Boy Who Died Wolf,Highly Suspect,2016-11-18,241533,58,0.474,0.0122,0.351,7.35e-06,0.112,-7.533,0.0292,139.827,3
5cfWjuHbGmQdroEhiuNbwv,It's Too Much,I Don't Think I Can Do This Anymore,Moose Blood,2018-03-09,236560,0,0.532,1.32e-05,0.598,2.29e-05,0.0729,-5.826,0.0276,92.033,4
3IV4swNduIRunHREK80owz,Rollin' (Air Raid Vehicle),Chocolate Starfish And The Hot Dog Flavored Water,Limp Bizkit,2000-10-17,213760,74,0.603,0.00591,0.933,0.0,0.206,-3.358,0.171,96.306,4
4BggEwLhGfrbrl7JBhC8EC,Butterfly,The Gift Of Game,Crazy Town,1999-11-04,216733,71,0.736,0.00132,0.811,0.000142,0.107,-4.17,0.081,103.502,4
3K4HG9evC7dg3N0R9cYqk4,One Step Closer,Hybrid Theory (Bonus Edition),Linkin Park,2000-10-24,157333,75,0.492,0.0014,0.969,1.32e-06,0.0787,-4.419,0.0491,95.136,4
2DlHlPMa4M17kufBvI2lEN,Chop Suey!,Toxicity,System Of A Down,2001-09-04,210240,79,0.417,0.000278,0.934,0.0015,0.132,-3.908,0.119,127.066,4
2F6FfZ4w8z3eJpSxPotVO5,Falling Away from Me,Issues,Korn,1999-11-09,270920,71,0.468,0.00014,0.769,0.00124,0.271,-7.036,0.041,104.102,4
5eek2X5459T1HoYJk2CKXv,Last Resort,Infest,Papa Roach,2000-04-25,199893,1,0.581,0.000504,0.887,0.00111,0.268,-3.659,0.0624,90.578,4
5tJjQIhH6mH3PhG1DjW3gD,Southtown,The Fundamental Elements of Southtown,P.O.D.,1999,247253,56,0.301,0.00272,0.853,0.659,0.331,-7.296,0.0768,79.249,4
3M3FsCF3GsgYXkE7SqKRFh,Ken 2012,(Hed)Pe,(Hed) P.E.,1997-08-14,307733,38,0.745,0.00713,0.678,1.32e-05,0.353,-8.265,0.163,103.607,4
12nGRgtkjrqb3mvsEp4yKj,Denial,Best Of (Chapter One 1997-2004),Sevendust,2005-12-27,258426,54,0.602,2.62e-05,0.907,0.00333,0.222,-5.587,0.0522,104.348,4
5O9OjIL1D7akvZ91VT7VPH,Ty Jonathan Down,Videodrone,Videodrone,1999-02-12,261266,38,0.382,0.00306,0.921,0.000671,0.15,-5.037,0.0992,183.641,4
6264zKFgXM13JuRBX4MMyD,Mudshovel,Dysfunction,Staind,1999-04-13,282093,65,0.328,0.000224,0.826,0.000944,0.0818,-5.085,0.0362,106.606,4
1gyee1JuFFiP476LQpRMYU,The Red,Wonder What's Next (Expanded Edition),Chevelle,2002,238400,70,0.509,0.000671,0.843,0.000803,0.348,-3.318,0.0488,140.055,3
1158ckiB5S4cpsdYHDB9IF,My Own Summer (Shove It),Around the Fur,Deftones,1997-10-27,214760,68,0.443,1.33e-05,0.781,0.205,0.166,-4.277,0.0377,71.841,4
6ZxrUCaynLgKSUudACOTwj,Cold,Crossfade,Crossfade,2004-04-13,194226,68,0.451,6.06e-05,0.815,0.0,0.27,-5.55,0.0368,147.974,4
3ivsBS2Sko6udZ7GWarDTu,Can't Smile,Start With A Strong And Persistent Desire,Vex Red,2002-01-01,289293,36,0.475,0.0109,0.759,0.0419,0.0991,-4.486,0.043,149.961,4
2DpBRXSlfNEWHf8PQkAVvQ,Fly from the Inside,Leave a Whisper,Shinedown,2003-05-27,235160,45,0.482,3.51e-05,0.916,0.000588,0.0474,-4.557,0.0473,96.101,4
1AEYT6VxrxXPMoQUxsY0E4,Headstrong,Trapt,Trapt,2002-11-05,285569,74,0.492,0.000172,0.896,2.78e-06,0.189,-5.819,0.117,184.981,4
3lvMZTPh9snQKo4OiP13CU,Stoopid,Get Some,Snot,1997-01-01,232426,45,0.496,0.00185,0.857,0.000597,0.117,-4.515,0.0849,171.795,4
1qVxslK1epoLJCfZFhu24L,Build Your Cages,Headspace,Pulse Ultra,2002-07-09,234600,46,0.277,0.00054,0.921,3.34e-06,0.121,-4.99,0.116,122.554,3
55a9zQ8GXMw3gApQosXMHC,Downfall,The Lonely Position Of Neutral,TRUSTcompany,2002-01-01,191373,0,0.354,0.000154,0.925,1.6e-06,0.268,-3.317,0.113,196.198,4
6DoXuH326aAYEN8CnlLmhP,7 Words,Adrenaline,Deftones,1995-09-29,223893,52,0.431,0.0001,0.906,0.0001,0.123,-6.13,0.0945,125.459,4
4DSAxhyfL8uZYTbRNsSHMU,Spit,Spit,Kittie,2000-01-11,142866,48,0.546,0.00082,0.948,2.42e-05,0.305,-5.002,0.0843,97.317,4
1pr9TZGOXeJUggIal1Wq3R,Blind,Korn,Korn,1994-10-11,258266,64,0.283,0.00678,0.891,0.0038,0.159,-8.165,0.178,92.049,4
3KNoT6ldHrGS82S9bYeUk4,Snot,Get Some,Snot,1997-01-01,201933,0,0.584,0.00432,0.976,0.0408,0.333,-3.868,0.156,140.304,4
7aHluiddcgODmeZ2rW6dju,Again & Again,Gift (Explicit Version),Taproot,2000-06-16,238213,42,0.304,5.81e-05,0.847,0.269,0.0626,-5.045,0.0967,95.993,4
55SUneDPq3ZOrJi8sVG78G,Click Click Boom,Moving Forward In Reverse: Greatest Hits,Saliva,2010-01-01,252933,0,0.609,0.00324,0.937,0.000294,0.129,-2.912,0.0495,95.961,4
45R6DmpsaoqLujIn6qPTPH,Wait,Two,Earshot,2004-06-22,213000,57,0.502,8.38e-06,0.934,0.164,0.0921,-3.899,0.0553,102.121,4
0f37VQs969vZUL4gVfHRV9,Bawitdaba,Devil Without a Cause,Kid Rock,1998-08-05,265840,66,0.551,0.00172,0.939,0.000239,0.109,-5.371,0.171,90.592,4
5DoTRJlzMaGAMHPTDrfvfW,Black,Sevendust (Definitive Edition),Sevendust,1997,248906,54,0.565,1.33e-05,0.968,0.188,0.089,-5.165,0.0568,108.003,4
20QoUUjUE4MW8eWCSeUGhX,Just Got Wicked,13 Ways To Bleed Onstage,Cold,2000-01-01,241066,47,0.362,0.0126,0.979,5.2e-06,0.309,-4.192,0.215,171.22,4
3v0ylYF51SKkgAi4PrfKTq,I'm So Sick,Flyleaf,Flyleaf,2005,176160,50,0.431,6.13e-05,0.959,6.19e-06,0.118,-4.257,0.0854,153.925,4
5UxmJ9bBeGRFhZsItTkoTL,Thumper,Raging Speedhorn,Raging Speedhorn,2000,156626,0,0.277,7.66e-06,0.821,0.00155,0.11,-5.209,0.0462,103.008,4
1Ym3JWJG8HFJU2NbXavZ6a,Sugar,System Of A Down,System Of A Down,1998-06-30,153800,49,0.451,0.00167,0.889,0.00215,0.258,-2.693,0.261,131.073,4
3FJuFr00K5IpgvTCDDaqW5,Pardon Me,Make Yourself - Tour Edition,Incubus,1999,223733,0,0.582,0.000988,0.817,0.0139,0.129,-6.489,0.0631,152.018,4
7vrLphPq4yjaX7jiDdd2Nc,Dig,L.D. 50,Mudvayne,2000-08-13,162293,63,0.623,9.62e-05,0.983,0.0617,0.261,-3.548,0.151,134.975,4
1TTOAw90zzNWKnUgzzcvZW,Pitiful,Silence,Blindside,2002-08-20,192213,49,0.54,0.000817,0.959,0.0,0.376,-3.775,0.0452,131.83,4
61mWefnWQOLf90gepjOCb3,Duality,Vol. 3: The Subliminal Verses,Slipknot,2004,252613,76,0.354,0.000237,0.982,0.000294,0.204,-3.026,0.168,143.772,4
2YC6ET3q1F29B0V7UcPV70,Break Stuff,Greatest Hitz,Limp Bizkit,2005-01-01,166653,59,0.427,0.00325,0.908,6.12e-05,0.0475,-5.399,0.165,108.681,4
6eYUbXmncekAKMYZcsSkyD,I Stand Alone,Faceless,Godsmack,2003-04-08,246040,61,0.218,4.15e-05,0.93,0.0,0.126,-4.438,0.0633,166.078,4
3tpFewlKhFoWp46WUVAuth,Get Up Again,Through The Eyes (Explicit Version),Flaw,2001-01-01,176600,0,0.26,2.66e-06,0.896,0.0212,0.0815,-6.393,0.109,192.392,4
0Qrb3L8JgreLBW8g4qyan9,Back to School (Mini Maggit),White Pony,Deftones,2000-05-16,237360,58,0.3,0.000386,0.986,0.000136,0.0924,-3.022,0.107,85.117,4
5BIrgOmmKAWMVYJ9WPykim,Control,Come Clean (Repackaged International Version),Puddle Of Mudd,2001,230066,0,0.44,0.00355,0.912,0.0,0.297,-3.435,0.0922,163.977,4
3OYZWMm5m2DEwq2Tc1ukTh,The Heretic Anthem,Iowa,Slipknot,2001,254000,62,0.451,0.000562,0.993,0.00479,0.152,-4.143,0.185,100.827,4
1OGFtaUgHAQjtSk7mhDwr9,Giving In,Adema,Adema,2001-08-20,274733,50,0.383,0.000171,0.962,0.0122,0.114,-5.33,0.111,152.326,4
0INUE1K7cEiE8VH63Rv5RJ,Happy?,Lost and Found,Mudvayne,2005,216426,68,0.546,0.000823,0.97,2.08e-05,0.275,-2.661,0.097,100.065,4
2e3BZM6rOrUpF0SvvhV8WR,A Certain Shade of Green,S.C.I.E.N.C.E.,Incubus,1997-09-09,191360,52,0.429,0.000227,0.978,6.81e-06,0.0583,-4.88,0.126,121.651,4
76g4Ybt7SW4PvloFDIzsSX,Charlotte,Spit,Kittie,2000-01-11,239066,46,0.477,0.000568,0.929,0.672,0.0897,-5.623,0.0581,153.98,4
5IvKtrcNWBkvyW2yXZ2Y40,Stupify,The Sickness,Disturbed,2000-03-07,274160,57,0.49,0.00234,0.938,2.17e-05,0.186,-3.916,0.129,196.143,4
